,Date,Sales_Amount,Units_Sold,Product_Category,Product_Name,Revenue,Customer_Rating,Sales_Channel,,,,,,,
4302,10/10/2016,"£13,208.00",72,Electronics,Headphones,"£7,829.00",5,Online,,,,,,,
4303,10/11/2016,"£10,186.00",55,Electronics,Headphones,"£7,830.00",3,In-Store,,,,,,,
4304,10/12/2016,"£15,973.00",37,Computers,Laptop,"£7,831.00",4,Online,,,,,,,
4305,13/10/2016,"£14,319.00",42,Mobile Phones,Smartphone,"£7,832.00",5,Online,,,,,,,
4306,14/10/2016,"£11,967.00",53,Computers,Laptop,"£7,833.00",3,In-Store,,,,,,,
4309,17/10/2016,"£2,258.00",21,Electronics,Tablet,"£7,836.00",2,Online,,,,,,,
4310,18/10/2016,"£16,872.00",30,Electronics,Headphones,"£7,837.00",3,Online,,,,,,,
4311,19/10/2016,"£15,954.00",20,Electronics,Tablet,"£7,838.00",1,In-Store,,,,,,,
4313,21/10/2016,"£17,362.00",90,Mobile Phones,Smartphone,"£7,840.00",4,Online,,,,,,,
4315,23/10/2016,"£2,792.00",14,Electronics,Tablet,"£7,842.00",4,Online,,,,,,,
4326,11/03/2016,"£19,283.00",58,Computers,Laptop,"£7,853.00",3,Online,,,,,,,
4327,11/04/2016,"£10,684.00",92,Electronics,Tablet,"£7,854.00",5,Online,,,,,,,
4331,11/08/2016,"£13,724.00",67,Electronics,Tablet,"£7,858.00",4,In-Store,,,,,,,
4332,11/09/2016,"£10,763.00",74,Mobile Phones,Smartphone,"£7,859.00",4,Online,,,,,,,
4335,11/12/2016,"£11,749.00",35,Electronics,Tablet,"£7,862.00",3,In-Store,,,,,,,
4337,14/11/2016,"£14,446.00",46,Mobile Phones,Smartphone,"£7,864.00",4,Online,,,,,,,
4344,21/11/2016,"£16,940.00",52,Mobile Phones,Smartphone,"£7,871.00",3,In-Store,,,,,,,
4346,23/11/2016,"£16,973.00",77,Computers,Laptop,"£7,873.00",4,Online,,,,,,,
4349,26/11/2016,"£6,947.00",37,Mobile Phones,Smartphone,"£7,876.00",5,Online,,,,,,,
4350,27/11/2016,"£16,242.00",13,Mobile Phones,Smartphone,"£7,877.00",1,Online,,,,,,,
4351,28/11/2016,"£5,217.00",35,Electronics,Headphones,"£7,878.00",3,Online,,,,,,,
4353,30/11/2016,"£18,819.00",49,Computers,Laptop,"£7,880.00",2,In-Store,,,,,,,
4355,12/02/2016,"£13,178.00",23,Mobile Phones,Smartphone,"£7,882.00",1,In-Store,,,,,,,
4358,12/05/2016,"£14,337.00",75,Electronics,Headphones,"£7,885.00",1,Online,,,,,,,
4359,12/06/2016,"£15,207.00",93,Mobile Phones,Smartphone,"£7,886.00",2,In-Store,,,,,,,
4361,12/08/2016,"£9,388.00",31,Computers,Laptop,"£7,888.00",4,Online,,,,,,,
4362,12/09/2016,"£14,207.00",80,Mobile Phones,Smartphone,"£7,889.00",5,Online,,,,,,,
4366,13/12/2016,"£3,211.00",34,Computers,Laptop,"£7,893.00",1,In-Store,,,,,,,
4369,16/12/2016,"£17,598.00",96,Mobile Phones,Smartphone,"£7,896.00",4,In-Store,,,,,,,
4370,17/12/2016,"£18,152.00",44,Electronics,Headphones,"£7,897.00",3,Online,,,,,,,
4375,22/12/2016,"£13,890.00",58,Electronics,Tablet,"£7,902.00",2,In-Store,,,,,,,
4378,25/12/2016,"£14,371.00",14,Electronics,Headphones,"£7,905.00",4,In-Store,,,,,,,
4381,28/12/2016,"£11,600.00",45,Mobile Phones,Smartphone,"£7,908.00",3,Online,,,,,,,
4382,29/12/2016,"£9,697.00",33,Electronics,Tablet,"£7,909.00",4,Online,,,,,,,
4387,01/03/2017,"£1,021.00",10,Electronics,Tablet,"£7,914.00",2,In-Store,,,,,,,
4389,01/05/2017,"£8,357.00",34,Mobile Phones,Smartphone,"£7,916.00",1,Online,,,,,,,
4392,01/08/2017,"£13,899.00",96,Computers,Laptop,"£7,919.00",1,Online,,,,,,,
4393,01/09/2017,"£13,062.00",48,Electronics,Headphones,"£7,920.00",5,Online,,,,,,,
4394,01/10/2017,"£8,238.00",20,Electronics,Tablet,"£7,921.00",4,Online,,,,,,,
4399,15/01/2017,"£15,669.00",98,Electronics,Tablet,"£7,926.00",4,In-Store,,,,,,,
4401,17/01/2017,"£9,964.00",21,Mobile Phones,Smartphone,"£7,928.00",1,In-Store,,,,,,,
4405,21/01/2017,"£17,756.00",74,Computers,Laptop,"£7,932.00",1,Online,,,,,,,
4407,23/01/2017,"£10,640.00",68,Electronics,Tablet,"£7,934.00",3,Online,,,,,,,
4408,24/01/2017,"£18,411.00",79,Mobile Phones,Smartphone,"£7,935.00",5,Online,,,,,,,
4415,31/01/2017,"£13,046.00",47,Computers,Laptop,"£7,942.00",1,In-Store,,,,,,,
4417,02/02/2017,"£11,383.00",79,Mobile Phones,Smartphone,"£7,944.00",3,Online,,,,,,,
4419,02/04/2017,"£10,302.00",84,Mobile Phones,Smartphone,"£7,946.00",4,In-Store,,,,,,,
4420,02/05/2017,"£17,184.00",77,Computers,Laptop,"£7,947.00",5,Online,,,,,,,
4422,02/07/2017,"£18,167.00",39,Mobile Phones,Smartphone,"£7,949.00",3,Online,,,,,,,
4425,02/10/2017,"£12,475.00",55,Electronics,Headphones,"£7,952.00",2,In-Store,,,,,,,
4427,02/12/2017,"£13,627.00",52,Mobile Phones,Smartphone,"£7,954.00",3,In-Store,,,,,,,
4428,13/02/2017,"£18,525.00",87,Electronics,Headphones,"£7,955.00",4,Online,,,,,,,
4432,17/02/2017,"£7,408.00",14,Mobile Phones,Smartphone,"£7,959.00",3,In-Store,,,,,,,
4433,18/02/2017,"£9,759.00",24,Computers,Laptop,"£7,960.00",3,Online,,,,,,,
4435,20/02/2017,"£15,353.00",31,Computers,Laptop,"£7,962.00",3,Online,,,,,,,
4436,21/02/2017,"£18,868.00",82,Electronics,Tablet,"£7,963.00",3,In-Store,,,,,,,
4440,25/02/2017,"£14,039.00",52,Electronics,Tablet,"£7,967.00",2,In-Store,,,,,,,
4441,26/02/2017,"£10,585.00",84,Computers,Laptop,"£7,968.00",3,Online,,,,,,,
4442,27/02/2017,"£15,100.00",30,Mobile Phones,Smartphone,"£7,969.00",4,Online,,,,,,,
4443,28/02/2017,"£16,524.00",52,Computers,Laptop,"£7,970.00",2,In-Store,,,,,,,
4446,03/03/2017,"£13,554.00",11,Mobile Phones,Smartphone,"£7,973.00",3,Online,,,,,,,
4449,03/06/2017,"£13,997.00",49,Computers,Laptop,"£7,976.00",3,Online,,,,,,,
4450,03/07/2017,"£13,720.00",93,Electronics,Tablet,"£7,977.00",2,Online,,,,,,,
4451,03/08/2017,"£10,714.00",58,Mobile Phones,Smartphone,"£7,978.00",1,In-Store,,,,,,,
4454,03/11/2017,"£12,619.00",56,Mobile Phones,Smartphone,"£7,981.00",2,In-Store,,,,,,,
4456,13/03/2017,"£6,290.00",3,Electronics,Tablet,"£7,983.00",3,In-Store,,,,,,,
4457,14/03/2017,"£12,093.00",73,Electronics,Tablet,"£7,984.00",3,Online,,,,,,,
4458,15/03/2017,"£15,170.00",46,Electronics,Headphones,"£7,985.00",4,In-Store,,,,,,,
4459,16/03/2017,"£1,007.00",21,Computers,Laptop,"£7,986.00",3,In-Store,,,,,,,
4461,18/03/2017,"£15,785.00",62,Mobile Phones,Smartphone,"£7,988.00",3,Online,,,,,,,
4462,19/03/2017,"£11,969.00",48,Mobile Phones,Smartphone,"£7,989.00",3,In-Store,,,,,,,
4464,21/03/2017,"£5,486.00",25,Electronics,Tablet,"£7,991.00",1,Online,,,,,,,
4466,23/03/2017,"£11,830.00",20,Computers,Laptop,"£7,993.00",4,In-Store,,,,,,,
4467,24/03/2017,"£17,174.00",96,Mobile Phones,Smartphone,"£7,994.00",1,Online,,,,,,,
4468,25/03/2017,"£12,220.00",85,Mobile Phones,Smartphone,"£7,995.00",5,In-Store,,,,,,,
4471,28/03/2017,"£19,129.00",60,Mobile Phones,Smartphone,"£7,998.00",5,Online,,,,,,,
4472,29/03/2017,"£7,240.00",8,Electronics,Headphones,"£7,999.00",2,Online,,,,,,,
4475,04/01/2017,"£10,059.00",28,Electronics,Headphones,"£8,002.00",4,In-Store,,,,,,,
4478,04/04/2017,£832.00,33,Computers,Laptop,"£8,005.00",5,Online,,,,,,,
4481,04/07/2017,"£19,222.00",12,Electronics,Headphones,"£8,008.00",2,Online,,,,,,,
4486,04/12/2017,"£5,864.00",13,Computers,Laptop,"£8,013.00",3,Online,,,,,,,
4495,21/04/2017,"£10,518.00",78,Mobile Phones,Smartphone,"£8,022.00",3,Online,,,,,,,
4498,24/04/2017,"£18,305.00",44,Electronics,Headphones,"£8,025.00",3,In-Store,,,,,,,
4501,27/04/2017,"£19,650.00",26,Electronics,Headphones,"£8,028.00",1,In-Store,,,,,,,
4502,28/04/2017,"£17,938.00",52,Computers,Laptop,"£8,029.00",3,In-Store,,,,,,,
4503,29/04/2017,"£6,256.00",36,Mobile Phones,Smartphone,"£8,030.00",5,Online,,,,,,,
4504,30/04/2017,"£13,981.00",53,Electronics,Tablet,"£8,031.00",2,Online,,,,,,,
4505,05/01/2017,"£19,910.00",13,Computers,Laptop,"£8,032.00",1,Online,,,,,,,
4507,05/03/2017,"£16,160.00",88,Electronics,Tablet,"£8,034.00",3,In-Store,,,,,,,
4509,05/05/2017,"£5,157.00",1,Mobile Phones,Smartphone,"£8,036.00",3,Online,,,,,,,
4511,05/07/2017,"£13,184.00",15,Computers,Laptop,"£8,038.00",1,In-Store,,,,,,,
4514,05/10/2017,"£11,745.00",47,Electronics,Headphones,"£8,041.00",4,Online,,,,,,,
4518,14/05/2017,"£11,748.00",30,Electronics,Headphones,"£8,045.00",2,In-Store,,,,,,,
4519,15/05/2017,"£1,856.00",23,Electronics,Headphones,"£8,046.00",1,In-Store,,,,,,,
4521,17/05/2017,"£10,282.00",16,Electronics,Headphones,"£8,048.00",4,In-Store,,,,,,,
4522,18/05/2017,"£10,403.00",93,Computers,Laptop,"£8,049.00",4,In-Store,,,,,,,
4523,19/05/2017,"£15,552.00",61,Mobile Phones,Smartphone,"£8,050.00",4,Online,,,,,,,
4527,23/05/2017,"£8,491.00",17,Electronics,Tablet,"£8,054.00",2,Online,,,,,,,
4529,25/05/2017,"£10,082.00",64,Electronics,Tablet,"£8,056.00",5,Online,,,,,,,
4530,26/05/2017,"£5,525.00",10,Electronics,Headphones,"£8,057.00",3,In-Store,,,,,,,
4533,29/05/2017,"£14,833.00",57,Electronics,Tablet,"£8,060.00",3,In-Store,,,,,,,
4534,30/05/2017,"£9,222.00",27,Computers,Laptop,"£8,061.00",3,Online,,,,,,,
4543,06/08/2017,"£12,524.00",54,Computers,Laptop,"£8,070.00",3,In-Store,,,,,,,
4546,06/11/2017,"£3,484.00",34,Computers,Laptop,"£8,073.00",1,In-Store,,,,,,,
4548,13/06/2017,"£11,085.00",95,Computers,Laptop,"£8,075.00",2,Online,,,,,,,
4549,14/06/2017,"£12,237.00",87,Computers,Laptop,"£8,076.00",4,Online,,,,,,,
4551,16/06/2017,"£10,061.00",26,Mobile Phones,Smartphone,"£8,078.00",3,In-Store,,,,,,,
4552,17/06/2017,£681.00,7,Mobile Phones,Smartphone,"£8,079.00",4,Online,,,,,,,
4553,18/06/2017,"£10,105.00",35,Electronics,Tablet,"£8,080.00",4,In-Store,,,,,,,
4557,22/06/2017,"£19,903.00",50,Computers,Laptop,"£8,084.00",3,Online,,,,,,,
4564,29/06/2017,"£15,102.00",67,Computers,Laptop,"£8,091.00",4,Online,,,,,,,
4565,30/06/2017,"£7,014.00",26,Computers,Laptop,"£8,092.00",3,Online,,,,,,,
4566,07/01/2017,"£15,866.00",77,Electronics,Tablet,"£8,093.00",2,Online,,,,,,,
4568,07/03/2017,"£16,443.00",70,Mobile Phones,Smartphone,"£8,095.00",2,In-Store,,,,,,,
4572,07/07/2017,"£14,798.00",82,Electronics,Headphones,"£8,099.00",1,In-Store,,,,,,,
4576,07/11/2017,"£6,843.00",38,Electronics,Headphones,"£8,103.00",4,Online,,,,,,,
4581,16/07/2017,"£19,834.00",33,Mobile Phones,Smartphone,"£8,108.00",5,Online,,,,,,,
4583,18/07/2017,"£12,557.00",34,Electronics,Tablet,"£8,110.00",3,In-Store,,,,,,,
4584,19/07/2017,"£13,704.00",94,Computers,Laptop,"£8,111.00",3,In-Store,,,,,,,
4585,20/07/2017,"£15,465.00",13,Computers,Laptop,"£8,112.00",4,Online,,,,,,,
4586,21/07/2017,"£6,140.00",34,Electronics,Tablet,"£8,113.00",3,Online,,,,,,,
4588,23/07/2017,"£11,673.00",62,Electronics,Headphones,"£8,115.00",3,In-Store,,,,,,,
4589,24/07/2017,"£2,504.00",27,Electronics,Headphones,"£8,116.00",4,In-Store,,,,,,,
4593,28/07/2017,"£11,149.00",20,Mobile Phones,Smartphone,"£8,120.00",3,In-Store,,,,,,,
4594,29/07/2017,"£10,730.00",95,Electronics,Tablet,"£8,121.00",4,Online,,,,,,,
4596,31/07/2017,"£7,536.00",38,Mobile Phones,Smartphone,"£8,123.00",4,Online,,,,,,,
4601,08/05/2017,"£16,510.00",88,Electronics,Headphones,"£8,128.00",3,Online,,,,,,,
4602,08/06/2017,"£4,361.00",4,Electronics,Headphones,"£8,129.00",4,In-Store,,,,,,,
4604,08/08/2017,"£8,071.00",5,Computers,Laptop,"£8,131.00",5,In-Store,,,,,,,
4607,08/11/2017,"£15,614.00",98,Computers,Laptop,"£8,134.00",5,Online,,,,,,,
4609,13/08/2017,"£2,121.00",23,Computers,Laptop,"£8,136.00",3,Online,,,,,,,
4611,15/08/2017,"£4,558.00",1,Computers,Laptop,"£8,138.00",4,Online,,,,,,,
4612,16/08/2017,"£11,542.00",83,Electronics,Headphones,"£8,139.00",1,Online,,,,,,,
4615,19/08/2017,"£18,176.00",24,Mobile Phones,Smartphone,"£8,142.00",2,In-Store,,,,,,,
4618,22/08/2017,"£15,470.00",95,Electronics,Tablet,"£8,145.00",5,Online,,,,,,,
4621,25/08/2017,"£12,614.00",42,Electronics,Tablet,"£8,148.00",2,In-Store,,,,,,,
4622,26/08/2017,"£12,496.00",56,Electronics,Headphones,"£8,149.00",4,In-Store,,,,,,,
4624,28/08/2017,"£4,147.00",19,Electronics,Headphones,"£8,151.00",3,In-Store,,,,,,,
4625,29/08/2017,"£3,318.00",28,Mobile Phones,Smartphone,"£8,152.00",2,In-Store,,,,,,,
4626,30/08/2017,"£17,550.00",61,Mobile Phones,Smartphone,"£8,153.00",1,Online,,,,,,,
4629,09/02/2017,"£9,177.00",35,Electronics,Headphones,"£8,156.00",2,Online,,,,,,,
4631,09/04/2017,"£13,090.00",23,Electronics,Tablet,"£8,158.00",5,In-Store,,,,,,,
4632,09/05/2017,"£6,167.00",28,Mobile Phones,Smartphone,"£8,159.00",3,In-Store,,,,,,,
4633,09/06/2017,"£14,373.00",88,Computers,Laptop,"£8,160.00",2,Online,,,,,,,
4637,09/10/2017,"£19,832.00",67,Electronics,Headphones,"£8,164.00",3,Online,,,,,,,
4640,13/09/2017,"£12,476.00",12,Electronics,Tablet,"£8,167.00",2,Online,,,,,,,
4641,14/09/2017,"£11,362.00",16,Mobile Phones,Smartphone,"£8,168.00",2,Online,,,,,,,
4650,23/09/2017,"£11,741.00",14,Electronics,Headphones,"£8,177.00",3,Online,,,,,,,
4651,24/09/2017,"£12,209.00",12,Electronics,Tablet,"£8,178.00",3,In-Store,,,,,,,
4655,28/09/2017,"£15,074.00",67,Computers,Laptop,"£8,182.00",1,In-Store,,,,,,,
4657,30/09/2017,"£10,363.00",22,Electronics,Headphones,"£8,184.00",5,Online,,,,,,,
4659,10/02/2017,"£16,438.00",82,Electronics,Headphones,"£8,186.00",4,Online,,,,,,,
4660,10/03/2017,"£16,038.00",38,Computers,Laptop,"£8,187.00",5,Online,,,,,,,
4662,10/05/2017,"£18,319.00",23,Electronics,Headphones,"£8,189.00",5,In-Store,,,,,,,
4663,10/06/2017,"£13,891.00",93,Electronics,Tablet,"£8,190.00",3,In-Store,,,,,,,
4665,10/08/2017,"£2,309.00",27,Electronics,Tablet,"£8,192.00",5,In-Store,,,,,,,
4666,10/09/2017,"£13,936.00",44,Electronics,Headphones,"£8,193.00",4,In-Store,,,,,,,
4668,10/11/2017,"£4,939.00",25,Electronics,Tablet,"£8,195.00",2,In-Store,,,,,,,
4669,10/12/2017,"£17,347.00",18,Mobile Phones,Smartphone,"£8,196.00",2,In-Store,,,,,,,
4671,14/10/2017,"£16,959.00",36,Computers,Laptop,"£8,198.00",5,In-Store,,,,,,,
4672,15/10/2017,"£10,570.00",18,Computers,Laptop,"£8,199.00",2,In-Store,,,,,,,
4674,17/10/2017,"£7,756.00",35,Electronics,Tablet,"£8,201.00",3,Online,,,,,,,
4677,20/10/2017,"£10,066.00",69,Computers,Laptop,"£8,204.00",3,Online,,,,,,,
4681,24/10/2017,"£18,640.00",77,Electronics,Headphones,"£8,208.00",1,In-Store,,,,,,,
4683,26/10/2017,"£11,283.00",42,Computers,Laptop,"£8,210.00",5,In-Store,,,,,,,
4684,27/10/2017,"£14,915.00",52,Electronics,Tablet,"£8,211.00",3,In-Store,,,,,,,
4685,28/10/2017,"£8,904.00",25,Electronics,Tablet,"£8,212.00",1,Online,,,,,,,
4689,11/01/2017,"£15,163.00",62,Electronics,Headphones,"£8,216.00",4,Online,,,,,,,
4690,11/02/2017,"£12,103.00",87,Computers,Laptop,"£8,217.00",2,Online,,,,,,,
4694,11/06/2017,"£13,284.00",28,Mobile Phones,Smartphone,"£8,221.00",3,In-Store,,,,,,,
4695,11/07/2017,"£9,488.00",12,Electronics,Tablet,"£8,222.00",1,Online,,,,,,,
4700,11/12/2017,"£15,767.00",68,Electronics,Headphones,"£8,227.00",4,Online,,,,,,,
4701,13/11/2017,"£15,287.00",94,Electronics,Headphones,"£8,228.00",3,In-Store,,,,,,,
4703,15/11/2017,"£14,572.00",60,Electronics,Headphones,"£8,230.00",5,Online,,,,,,,
4707,19/11/2017,"£5,431.00",39,Electronics,Tablet,"£8,234.00",5,In-Store,,,,,,,
4711,23/11/2017,"£11,557.00",42,Mobile Phones,Smartphone,"£8,238.00",5,In-Store,,,,,,,
4712,24/11/2017,"£5,344.00",30,Electronics,Tablet,"£8,239.00",2,In-Store,,,,,,,
4716,28/11/2017,"£15,456.00",45,Electronics,Tablet,"£8,243.00",1,In-Store,,,,,,,
4717,29/11/2017,"£19,333.00",96,Electronics,Headphones,"£8,244.00",3,Online,,,,,,,
4719,12/01/2017,"£10,442.00",63,Mobile Phones,Smartphone,"£8,246.00",2,Online,,,,,,,
4722,12/04/2017,"£17,499.00",66,Electronics,Headphones,"£8,249.00",3,Online,,,,,,,
4724,12/06/2017,"£19,743.00",61,Mobile Phones,Smartphone,"£8,251.00",5,In-Store,,,,,,,
4725,12/07/2017,"£2,964.00",33,Electronics,Headphones,"£8,252.00",3,Online,,,,,,,
4726,12/08/2017,"£8,419.00",9,Electronics,Headphones,"£8,253.00",5,Online,,,,,,,
4728,12/10/2017,"£7,690.00",35,Computers,Laptop,"£8,255.00",1,In-Store,,,,,,,
4729,12/11/2017,"£11,976.00",62,Electronics,Tablet,"£8,256.00",5,In-Store,,,,,,,
4731,13/12/2017,"£12,699.00",82,Computers,Laptop,"£8,258.00",2,Online,,,,,,,
4732,14/12/2017,"£19,608.00",63,Computers,Laptop,"£8,259.00",4,In-Store,,,,,,,
4735,17/12/2017,"£9,288.00",17,Electronics,Headphones,"£8,262.00",3,In-Store,,,,,,,
4740,22/12/2017,"£19,115.00",86,Mobile Phones,Smartphone,"£8,267.00",4,Online,,,,,,,
4741,23/12/2017,"£17,379.00",88,Mobile Phones,Smartphone,"£8,268.00",5,In-Store,,,,,,,
4742,24/12/2017,"£1,582.00",22,Electronics,Headphones,"£8,269.00",2,In-Store,,,,,,,
4743,25/12/2017,"£19,092.00",51,Electronics,Tablet,"£8,270.00",4,Online,,,,,,,
4746,28/12/2017,"£8,219.00",33,Electronics,Tablet,"£8,273.00",5,Online,,,,,,,
4747,29/12/2017,"£10,788.00",93,Electronics,Headphones,"£8,274.00",3,In-Store,,,,,,,
4749,31/12/2017,"£19,931.00",58,Electronics,Headphones,"£8,276.00",2,In-Store,,,,,,,
4752,01/03/2018,"£13,181.00",91,Electronics,Headphones,"£8,279.00",2,In-Store,,,,,,,
4753,01/04/2018,"£8,993.00",36,Electronics,Headphones,"£8,280.00",1,Online,,,,,,,
4754,01/05/2018,"£7,568.00",25,Electronics,Tablet,"£8,281.00",1,Online,,,,,,,
4755,01/06/2018,"£3,364.00",35,Electronics,Headphones,"£8,282.00",3,Online,,,,,,,
4758,01/09/2018,"£12,669.00",37,Electronics,Headphones,"£8,285.00",3,In-Store,,,,,,,
4759,01/10/2018,"£18,240.00",56,Electronics,Headphones,"£8,286.00",1,In-Store,,,,,,,
4765,16/01/2018,"£19,781.00",19,Computers,Laptop,"£8,292.00",3,Online,,,,,,,
4766,17/01/2018,"£12,546.00",95,Electronics,Tablet,"£8,293.00",4,Online,,,,,,,
4768,19/01/2018,"£13,805.00",27,Computers,Laptop,"£8,295.00",2,Online,,,,,,,
4769,20/01/2018,"£12,369.00",77,Electronics,Tablet,"£8,296.00",5,Online,,,,,,,
4770,21/01/2018,"£13,611.00",18,Mobile Phones,Smartphone,"£8,297.00",3,In-Store,,,,,,,
4772,23/01/2018,"£15,475.00",16,Electronics,Tablet,"£8,299.00",3,In-Store,,,,,,,
4773,24/01/2018,"£2,515.00",14,Mobile Phones,Smartphone,"£8,300.00",2,Online,,,,,,,
4775,26/01/2018,"£15,973.00",20,Electronics,Headphones,"£8,302.00",2,Online,,,,,,,
4780,31/01/2018,"£1,626.00",22,Electronics,Tablet,"£8,307.00",4,In-Store,,,,,,,
4781,02/01/2018,"£19,446.00",64,Electronics,Headphones,"£8,308.00",2,In-Store,,,,,,,
4782,02/02/2018,"£14,229.00",25,Mobile Phones,Smartphone,"£8,309.00",2,Online,,,,,,,
4784,02/04/2018,"£18,495.00",49,Mobile Phones,Smartphone,"£8,311.00",3,Online,,,,,,,
4786,02/06/2018,"£7,679.00",27,Mobile Phones,Smartphone,"£8,313.00",3,In-Store,,,,,,,
4787,02/07/2018,"£3,537.00",19,Computers,Laptop,"£8,314.00",1,In-Store,,,,,,,
4792,02/12/2018,"£13,993.00",33,Electronics,Headphones,"£8,319.00",5,In-Store,,,,,,,
4793,13/02/2018,"£1,009.00",15,Electronics,Headphones,"£8,320.00",5,Online,,,,,,,
4794,14/02/2018,"£15,512.00",75,Electronics,Tablet,"£8,321.00",2,Online,,,,,,,
4795,15/02/2018,"£13,067.00",27,Mobile Phones,Smartphone,"£8,322.00",4,In-Store,,,,,,,
4797,17/02/2018,"£7,421.00",34,Electronics,Tablet,"£8,324.00",5,In-Store,,,,,,,
4798,18/02/2018,"£10,351.00",26,Electronics,Headphones,"£8,325.00",1,Online,,,,,,,
4802,22/02/2018,"£13,078.00",58,Electronics,Tablet,"£8,329.00",1,Online,,,,,,,
4805,25/02/2018,"£6,801.00",3,Computers,Laptop,"£8,332.00",3,In-Store,,,,,,,
4807,27/02/2018,"£12,671.00",61,Computers,Laptop,"£8,334.00",3,In-Store,,,,,,,
4808,28/02/2018,"£16,376.00",98,Electronics,Headphones,"£8,335.00",3,Online,,,,,,,
4809,03/01/2018,"£4,107.00",32,Mobile Phones,Smartphone,"£8,336.00",5,In-Store,,,,,,,
4810,03/02/2018,"£5,032.00",9,Electronics,Headphones,"£8,337.00",1,In-Store,,,,,,,
4811,03/03/2018,"£6,203.00",18,Computers,Laptop,"£8,338.00",3,Online,,,,,,,
4816,03/08/2018,"£10,945.00",42,Computers,Laptop,"£8,343.00",3,In-Store,,,,,,,
4818,03/10/2018,"£12,021.00",27,Electronics,Tablet,"£8,345.00",2,Online,,,,,,,
4822,14/03/2018,"£17,201.00",76,Electronics,Headphones,"£8,349.00",5,In-Store,,,,,,,
4827,19/03/2018,"£10,591.00",46,Electronics,Headphones,"£8,354.00",4,In-Store,,,,,,,
4829,21/03/2018,"£6,221.00",39,Electronics,Headphones,"£8,356.00",2,In-Store,,,,,,,
4830,22/03/2018,"£13,052.00",49,Electronics,Tablet,"£8,357.00",3,In-Store,,,,,,,
4831,23/03/2018,"£6,930.00",35,Electronics,Tablet,"£8,358.00",1,In-Store,,,,,,,
4834,26/03/2018,"£3,402.00",9,Electronics,Headphones,"£8,361.00",3,In-Store,,,,,,,
4839,31/03/2018,"£11,470.00",12,Computers,Laptop,"£8,366.00",2,In-Store,,,,,,,
4840,04/01/2018,"£11,932.00",98,Electronics,Headphones,"£8,367.00",2,Online,,,,,,,
4842,04/03/2018,"£12,143.00",36,Computers,Laptop,"£8,369.00",1,In-Store,,,,,,,
4844,04/05/2018,"£17,223.00",77,Electronics,Headphones,"£8,371.00",4,In-Store,,,,,,,
4847,04/08/2018,"£12,954.00",69,Electronics,Headphones,"£8,374.00",5,Online,,,,,,,
4849,04/10/2018,"£10,715.00",68,Electronics,Tablet,"£8,376.00",4,In-Store,,,,,,,
4850,04/11/2018,"£16,786.00",68,Electronics,Tablet,"£8,377.00",5,In-Store,,,,,,,
4852,13/04/2018,"£11,333.00",65,Electronics,Tablet,"£8,379.00",3,In-Store,,,,,,,
4853,14/04/2018,"£5,782.00",37,Mobile Phones,Smartphone,"£8,380.00",3,Online,,,,,,,
4858,19/04/2018,"£17,375.00",33,Electronics,Tablet,"£8,385.00",5,Online,,,,,,,
4869,30/04/2018,"£10,896.00",74,Electronics,Headphones,"£8,396.00",3,In-Store,,,,,,,
4870,05/01/2018,"£19,371.00",51,Mobile Phones,Smartphone,"£8,397.00",1,In-Store,,,,,,,
4872,05/03/2018,"£15,342.00",67,Computers,Laptop,"£8,399.00",3,In-Store,,,,,,,
4876,05/07/2018,"£15,127.00",27,Electronics,Headphones,"£8,403.00",3,In-Store,,,,,,,
4877,05/08/2018,"£12,807.00",85,Electronics,Tablet,"£8,404.00",3,Online,,,,,,,
4878,05/09/2018,"£2,628.00",32,Mobile Phones,Smartphone,"£8,405.00",1,Online,,,,,,,
4879,05/10/2018,"£16,150.00",98,Computers,Laptop,"£8,406.00",1,Online,,,,,,,
4882,13/05/2018,"£6,632.00",26,Computers,Laptop,"£8,409.00",2,Online,,,,,,,
4883,14/05/2018,"£10,943.00",71,Electronics,Tablet,"£8,410.00",2,In-Store,,,,,,,
4885,16/05/2018,"£15,862.00",58,Mobile Phones,Smartphone,"£8,412.00",3,In-Store,,,,,,,
4887,18/05/2018,"£5,792.00",7,Computers,Laptop,"£8,414.00",3,Online,,,,,,,
4888,19/05/2018,"£12,667.00",61,Electronics,Tablet,"£8,415.00",3,Online,,,,,,,
4892,23/05/2018,"£16,458.00",33,Mobile Phones,Smartphone,"£8,419.00",5,In-Store,,,,,,,
4895,26/05/2018,£674.00,15,Computers,Laptop,"£8,422.00",3,Online,,,,,,,
4896,27/05/2018,"£12,785.00",33,Mobile Phones,Smartphone,"£8,423.00",3,Online,,,,,,,
4897,28/05/2018,"£4,137.00",25,Electronics,Tablet,"£8,424.00",5,In-Store,,,,,,,
